experiment_id,timestamp,random_seed,n_simulations,n_steps,notes,git_commit,python_version,numpy_version,pandas_version,selection_strength
EXP_1FB13E9D_20260709_152833,2026-07-09T15:28:33.835205,42,30,200,Demo run selection_strength=1.0,695b2fa,3.11.15,2.4.6,3.0.3,1.0
