experiment_id,timestamp,random_seed,n_simulations,n_steps,notes,git_commit,python_version,numpy_version,pandas_version,selection_strength
EXP_EF3D3352_20260709_152835,2026-07-09T15:28:35.012881,42,30,200,Demo run selection_strength=2.0,695b2fa,3.11.15,2.4.6,3.0.3,2.0
