experiment_id,f1_final_mean,f1_final_std,f1_final_ci_lower,f1_final_ci_upper,f2_final_mean,f2_final_std,f2_final_ci_lower,f2_final_ci_upper,fitness_diff_mean,ci_overlap,f1_win_rate,f2_win_rate,tie_rate,f1_final_lambda_mean,f2_final_lambda_mean,f1_attack_occ,f1_defend_occ,f1_disengage_occ,f1_feint_occ,f2_attack_occ,f2_defend_occ,f2_disengage_occ,f2_feint_occ,runtime_s
EXP_1FB13E9D_20260709_152833,93.64000000000001,3.1686611988509346,92.4568024630418,94.82319753695823,92.70666666666666,3.426059698468673,91.42735495035886,93.98597838297447,0.9333333333333513,True,0.5666666666666667,0.43333333333333335,0.0,0.9653294884918704,0.8595897397520866,0.3953333333333333,0.17483333333333334,0.16833333333333333,0.2615,0.3305,0.3425,0.17833333333333334,0.14866666666666672,0.031222105026245117
