step,f1_mean,f1_std,f1_ci_lower,f1_ci_upper,f1_median,f2_mean,f2_std,f2_ci_lower,f2_ci_upper,f2_median,fitness_diff
68,31.983333333333334,2.0041479973800063,31.234972172140182,32.73169449452649,31.6,31.30666666666666,1.4982595266493066,30.747207364959525,31.866125968373797,31.150000000000006,0.676666666666673
69,32.563333333333325,2.0186173713594195,31.809569219101213,33.31709744756544,32.150000000000006,31.813333333333333,1.587175616238358,31.220672218117112,32.405994448549556,31.60000000000001,0.7499999999999929
70,33.010000000000005,2.031535855217543,32.25141204461766,33.76858795538235,32.75,32.253333333333345,1.6487682619486579,31.63767314622973,32.86899352043696,32.0,0.7566666666666606
71,33.48999999999999,2.0449011442255984,32.72642136368249,34.253578636317485,33.39999999999999,32.75,1.6614804366525988,32.12959300885039,33.37040699114961,32.35000000000001,0.7399999999999878
72,33.996666666666655,2.062720555953717,33.22643415265646,34.76689918067685,33.89999999999999,33.29333333333334,1.652570272559423,32.67625345213564,33.91041321453103,32.85000000000001,0.7033333333333189
73,34.55333333333332,2.0845463135496223,33.774950947497416,35.331715719169225,34.29999999999999,33.78333333333334,1.6895384665301516,33.15244930164211,34.41421736502457,33.250000000000014,0.7699999999999818
74,35.07333333333334,2.1028606678773873,34.28811225520069,35.85855441146599,34.749999999999986,34.243333333333325,1.6660263137660574,33.6212288837726,34.86543778289405,33.7,0.8300000000000125
75,35.58,2.143699670164189,34.779529387794376,36.38047061220562,35.249999999999986,34.70666666666666,1.7198503008899526,34.06446401000909,35.34886932332424,34.300000000000004,0.8733333333333348
76,36.11,2.210063191482272,35.28474884167733,36.93525115832267,35.74999999999999,35.25,1.7915029329087584,34.581041810831735,35.918958189168265,34.800000000000004,0.8599999999999994
77,36.59999999999999,2.2925666989131406,35.74394152569856,37.456058474301415,36.099999999999994,35.756666666666675,1.8184273867602008,35.07765472120142,36.43567861213193,35.400000000000006,0.8433333333333124
78,37.05999999999999,2.243242726731653,36.222359399600414,37.89764060039956,36.84999999999998,36.18,1.7642816258104614,35.52120641395282,36.83879358604718,35.95,0.8799999999999883
79,37.60999999999999,2.2566912000567934,36.76733765713078,38.4526623428692,37.34999999999998,36.7,1.687683578775642,36.0698085947793,37.3301914052207,36.400000000000006,0.9099999999999895
80,38.05666666666666,2.2597960440976776,37.21284495597891,38.90048837735441,37.79999999999998,37.25666666666667,1.6726364349966052,36.632093957273746,37.88123937605959,37.000000000000014,0.79999999999999
81,38.55666666666666,2.362739983554058,37.67440505724384,39.43892827608948,38.29999999999999,37.663333333333334,1.6692933324868489,37.04000895893336,38.286657707733305,37.50000000000001,0.8933333333333238
82,39.09333333333334,2.40530065986932,38.19517930618983,39.99148736047685,38.94999999999999,38.09,1.709880011922592,37.451520310428094,38.72847968957191,37.75,1.0033333333333374
83,39.48666666666666,2.385550371447356,38.59588751842265,40.377445814910665,39.44999999999999,38.48,1.7009936244280333,37.844838542052166,39.11516145794783,38.05,1.0066666666666606
84,39.93666666666666,2.392154321704715,39.04342156286971,40.82991177046361,39.94999999999999,38.97000000000001,1.7308857608869994,38.32367663485759,39.616323365142435,38.7,0.9666666666666472
85,40.453333333333326,2.3797614098510094,39.56471581887485,41.3419508477918,40.349999999999994,39.416666666666664,1.7146595788273415,38.77640225748148,40.05693107585185,39.100000000000016,1.0366666666666617
86,40.893333333333324,2.382107634345931,40.003839724250234,41.78282694241641,40.5,39.93000000000002,1.7306865291175497,39.283751029222955,40.57624897077709,39.650000000000006,0.9633333333333027
87,41.316666666666656,2.3294343450323005,40.44684158705651,42.1864917462768,41.05,40.373333333333335,1.708383654991953,39.73541239262211,41.01125427404456,40.000000000000014,0.9433333333333209
88,41.813333333333325,2.32627174463454,40.94468918811982,42.681977478546834,41.499999999999986,40.860000000000014,1.6637307474468295,40.23875272899023,41.4812472710098,40.75,0.9533333333333118
89,42.283333333333324,2.3366765867925183,41.410803956206024,43.155862710460624,42.19999999999999,41.330000000000005,1.7424022260205492,40.67937631610296,41.98062368389705,41.150000000000006,0.9533333333333189
90,42.76666666666666,2.3392208153546483,41.893187258980944,43.64014607435237,42.599999999999994,41.74333333333335,1.676960167177157,41.117146115810506,42.36952055085619,41.50000000000001,1.0233333333333121
91,43.20000000000001,2.410322628283142,42.29997073903217,44.10002926096785,43.099999999999994,42.309999999999995,1.776154311407378,41.646773080291126,42.973226919708864,42.10000000000002,0.8900000000000148
92,43.556666666666665,2.3836632678951535,42.66659217446975,44.44674115886358,43.599999999999994,42.620000000000005,1.789316956945799,41.95185806767111,43.2881419323289,42.40000000000002,0.9366666666666603
93,44.039999999999985,2.388997769950308,43.147933571999125,44.932066428000844,44.249999999999986,43.12333333333335,1.8159605292181167,42.44524252761282,43.80142413905388,43.150000000000006,0.9166666666666359
94,44.48666666666665,2.3989557115017965,43.59088188218099,45.38245145115231,44.54999999999999,43.53000000000001,1.7650144084593042,42.870932788414834,44.18906721158518,43.550000000000004,0.9566666666666421
95,44.97666666666667,2.4459231856060026,44.06334393912246,45.88998939421087,45.09999999999999,44.006666666666675,1.7865268430447727,43.33956657999068,44.67376675334267,44.099999999999994,0.9699999999999918
96,45.47333333333333,2.417313032863252,44.570693812396854,46.375972854269804,45.64999999999999,44.46,1.8661411411307205,43.763171445845025,45.15682855415498,44.44999999999999,1.0133333333333283
97,46.06666666666665,2.4368342002565924,45.15673782202882,46.976595511304474,46.25,44.960000000000015,1.8447689323579475,44.27115195975687,45.64884804024316,45.05,1.1066666666666336
98,46.50999999999999,2.445030145784109,45.597010739005654,47.42298926099433,46.7,45.39333333333334,1.842586887172919,44.70530008215297,46.08136658451371,45.349999999999994,1.116666666666653
99,47.05333333333333,2.3623094096934882,46.171232502832375,47.93543416383428,47.3,45.91333333333334,1.8070233350273346,45.23857973076905,46.588086935897635,45.89999999999998,1.1399999999999864
100,47.516666666666666,2.387334877241128,46.625221173008185,48.408112160325146,47.8,46.42000000000001,1.7927824646390362,45.75056402583148,47.08943597416854,46.400000000000006,1.096666666666657
101,47.94666666666665,2.458585706897539,47.02861567596536,48.86471765736794,47.9,46.823333333333345,1.837480158623029,46.13720696593226,47.50945970073443,46.79999999999999,1.1233333333333064
102,48.39333333333332,2.4849801682873776,47.465426488772636,49.321240177894,48.349999999999994,47.27333333333334,1.8279314356215088,46.59077251769923,47.95589414896745,47.29999999999999,1.1199999999999761
103,48.879999999999995,2.4310349718757065,47.97223662282805,49.78776337717194,49.14999999999999,47.736666666666665,1.8819438471107837,47.033937285121354,48.439396048211975,47.70000000000001,1.1433333333333309
104,49.39999999999999,2.4021542056217307,48.50302087818156,50.296979121818424,49.69999999999999,48.22000000000001,1.9689661211424825,47.48477596729662,48.955224032703406,48.3,1.1799999999999784
105,49.86999999999999,2.3440533711706566,48.99471608631635,50.74528391368363,49.99999999999999,48.74333333333334,1.943101561463245,48.01776728593872,49.46889938072796,48.650000000000006,1.126666666666651
106,50.389999999999986,2.3091049168977476,49.52776605361206,51.25223394638791,50.449999999999974,49.25,1.9630641073727453,48.516979815457454,49.983020184542546,49.249999999999986,1.1399999999999864
107,50.923333333333325,2.2778821581540933,50.0727581566668,51.77390850999985,51.199999999999974,49.67333333333333,1.9199377384540919,48.95641679960111,50.390249867065556,49.45000000000002,1.249999999999993
108,51.40999999999998,2.255621330411393,50.5677371530219,52.25226284697806,51.650000000000006,50.116666666666674,1.9847840729137112,49.37553611370096,50.85779721963239,49.94999999999999,1.2933333333333081
109,51.89666666666666,2.250591237772909,51.05628208714825,52.737051246185075,51.89999999999997,50.56333333333334,2.0148557462411314,49.81097383300458,51.3156928336621,50.10000000000002,1.3333333333333215
110,52.33333333333332,2.225608531016473,51.50227744983059,53.16438921683605,52.49999999999997,51.06000000000001,2.062405692723741,50.289885057852125,51.830114942147894,50.7,1.2733333333333121
111,52.793333333333315,2.228952643071952,51.96102873786706,53.62563792879957,52.99999999999997,51.50000000000002,2.06197093527795,50.7300473989504,52.269952601049646,51.150000000000006,1.293333333333294
112,53.203333333333326,2.2505912377729094,52.36294875381491,54.04371791285174,53.3,51.99666666666669,2.082850058889521,51.21891767273038,52.774415660603005,51.800000000000026,1.206666666666635
113,53.673333333333325,2.2598341918628924,52.82949737803594,54.51716928863071,53.65000000000001,52.44333333333332,2.164873705535621,51.634956206380075,53.25171046028657,52.300000000000026,1.230000000000004
114,54.183333333333316,2.2900208301015104,53.328225502069536,55.038441164597096,54.350000000000016,53.03000000000001,2.200180243400132,52.20843919514047,53.851560804859545,52.85000000000002,1.1533333333333076
115,54.63666666666665,2.3188111301852987,53.770808360672476,55.50252497266082,54.95000000000002,53.503333333333345,2.1475701318616713,52.701417466977794,54.305249199688895,53.2,1.1333333333333044
116,55.11333333333334,2.3431092419134423,54.23840196330824,55.98826470335843,55.45000000000002,54.00333333333334,2.189706850688924,53.18568335758484,54.82098330908183,53.84999999999999,1.1099999999999994
117,55.56999999999997,2.3754709152009146,54.68298458257357,56.457015417426376,55.85000000000001,54.463333333333345,2.1952116123482246,53.64362784579988,55.283038820866814,54.25,1.1066666666666265
118,56.11,2.344818204849377,55.23443049272713,56.98556950727287,56.45000000000001,54.94666666666668,2.2309319736971713,54.11362297699829,55.779710356335066,54.749999999999986,1.1633333333333198
119,56.603333333333325,2.4213822403790237,55.69917434533872,57.50749232132793,56.999999999999986,55.4,2.2439189855681274,54.56210688040085,56.23789311959915,54.999999999999964,1.203333333333326
120,57.01666666666666,2.4694105583614636,56.094573609999244,57.93875972333407,57.499999999999986,55.82,2.2959334364975774,54.962684365223694,56.677315634776306,55.45000000000001,1.1966666666666583
121,57.52,2.444331937501453,56.60727145426314,58.432728545736865,57.79999999999998,56.263333333333335,2.2835971825070227,55.410624131501706,57.116042535164965,56.150000000000006,1.2566666666666677
122,57.983333333333334,2.48611084355399,57.05500428768942,58.91166237897725,58.19999999999998,56.65666666666667,2.421837907576537,55.752337529744196,57.56099580358915,56.400000000000006,1.3266666666666609
123,58.47,2.3985843526029424,57.57435388320611,59.36564611679389,58.500000000000014,57.163333333333334,2.4093901551098402,56.26365226357077,58.0630144030959,57.000000000000014,1.3066666666666649
124,58.910000000000004,2.3534787164887367,58.031196604533534,59.78880339546647,58.85000000000001,57.636666666666684,2.378420706576373,56.748549779038534,58.524783554294835,57.30000000000002,1.2733333333333192
125,59.37666666666666,2.4184183108876627,58.47361442813305,60.27971890520027,59.400000000000006,58.073333333333345,2.395388289499481,57.17888064611575,58.96778602055094,57.849999999999994,1.3033333333333132
126,59.82666666666665,2.479562438225225,58.90078283575847,60.75255049757482,59.85000000000001,58.50000000000001,2.381248585844449,57.61082716489914,59.38917283510087,58.25,1.3266666666666396
127,60.26666666666665,2.491133703043001,59.336462054465464,61.19687127886784,60.55000000000001,58.949999999999996,2.4559217666973656,58.0329437409174,59.86705625908259,58.75000000000004,1.3166666666666558
128,60.73999999999999,2.5436330249305215,59.790191818830365,61.68980818116961,60.900000000000006,59.43000000000002,2.448806887529879,58.51560048046086,60.34439951953918,59.2,1.3099999999999667
129,61.17333333333333,2.4866447874295443,60.2448049097696,62.101861756897065,61.549999999999976,59.876666666666665,2.4491635916881003,58.96213395160582,60.79119938172751,59.85,1.2966666666666669
130,61.606666666666655,2.4366360832711154,60.696811800127,62.51652153320631,62.000000000000014,60.26333333333336,2.482835327678377,59.33622738541844,61.190439281248274,60.20000000000002,1.3433333333332982
131,62.056666666666665,2.3982297110840713,61.161152975192266,62.952180358141064,62.49999999999999,60.72000000000002,2.4385411127599768,59.80943378375852,61.63056621624152,60.55000000000002,1.3366666666666447
132,62.46333333333333,2.4238019910780624,61.55827079557828,63.36839587108838,62.849999999999994,61.233333333333356,2.387082093171537,60.34198223079773,62.12468443586898,61.1,1.2299999999999756
133,62.959999999999994,2.4358812042830147,62.050427009907004,63.86957299009298,63.14999999999999,61.700000000000024,2.418463462043898,60.796930901747594,62.603069098252455,61.55,1.2599999999999696
134,63.44666666666665,2.3891613495163844,62.55453915705197,64.33879417628134,63.54999999999998,62.21666666666668,2.5121886780301677,61.278599997596,63.15473333573737,62.000000000000014,1.2299999999999685
135,63.903333333333336,2.4059528664132763,63.00493576826388,64.8017308984028,64.09999999999997,62.640000000000015,2.4954579429089883,61.70818069009606,63.57181930990397,62.64999999999999,1.2633333333333212
136,64.41666666666666,2.3316537468934513,63.54601284878162,65.28732048455169,64.5,63.160000000000004,2.534533895801256,62.2135894894864,64.10641051051361,63.14999999999998,1.2566666666666535
137,64.89666666666666,2.3395377281867384,64.02306892178463,65.7702644115487,65.09999999999997,63.62333333333335,2.532095129951954,62.67783347295399,64.5688331937127,63.40000000000002,1.2733333333333121
138,65.29,2.3556754650315685,64.41037632514673,66.16962367485328,65.4,64.04333333333335,2.5601297560506686,63.08736517152701,64.99930149513969,63.80000000000002,1.2466666666666555
139,65.70666666666666,2.38543472989195,64.8159306996891,66.59740263364422,65.60000000000002,64.50333333333334,2.571660316139977,63.5430595896294,65.46360707703728,64.30000000000007,1.203333333333319
140,66.19666666666667,2.4182472041191017,65.29367832045048,67.09965501288286,65.95000000000002,65.02333333333335,2.547031176898297,64.07225626136533,65.97441040530138,64.70000000000003,1.1733333333333178
141,66.63000000000001,2.418484849139479,65.72692291567483,67.53307708432519,66.50000000000001,65.37666666666671,2.616352203082505,64.39970469811513,66.35362863521829,65.20000000000003,1.2533333333333019
142,67.20666666666666,2.442572602716284,66.2945950673352,68.11873826599813,67.09999999999997,65.89000000000001,2.591145399771805,64.9224504064927,66.85754959350733,65.55000000000003,1.3166666666666487
143,67.63333333333334,2.4256294360267634,66.72758841641986,68.53907825024682,67.39999999999998,66.37333333333336,2.6232295616917125,65.39380331687242,67.3528633497943,66.05000000000003,1.2599999999999767
144,68.21,2.4764198295954927,67.2852896384396,69.1347103615604,67.85,66.80666666666669,2.5616445866875655,65.85013285780438,67.76320047552899,66.60000000000002,1.4033333333333076
145,68.66000000000001,2.4944904807636914,67.72854194639818,69.59145805360184,68.10000000000001,67.26000000000002,2.571675959637853,66.29972041491797,68.22027958508207,66.95000000000003,1.3999999999999915
146,69.15333333333334,2.539445138055827,68.20508893482277,70.1015777318439,68.54999999999998,67.73000000000003,2.6195748536342807,66.75183467395578,68.70816532604428,67.40000000000003,1.4233333333333036
147,69.59666666666665,2.5132042102262244,68.65822079164188,70.53511254169142,69.1,68.16666666666669,2.656979531325941,67.17453420442892,69.15879912890445,67.90000000000003,1.4299999999999642
148,70.07,2.5682611855575255,69.11099551251517,71.02900448748481,69.44999999999999,68.65000000000002,2.6672664555359935,67.65402633713386,69.64597366286618,68.60000000000005,1.4199999999999733
149,70.52666666666667,2.5281768452621174,69.58262991783606,71.47070341549728,70.05000000000001,69.10333333333337,2.741945361931206,68.07947410853285,70.12719255813388,69.15000000000003,1.4233333333333036
150,70.92333333333333,2.4918741504356063,69.9928522335318,71.85381443313486,70.50000000000001,69.50000000000003,2.7072062199325226,68.48911258400753,70.51088741599253,69.7,1.4233333333333036
151,71.42333333333335,2.478136582099586,70.49798192585261,72.34868474081408,71.20000000000002,69.93666666666668,2.7797895397057353,68.89867619364459,70.97465713968877,70.10000000000001,1.4866666666666646
152,71.83666666666667,2.4649939964021885,70.91622278133822,72.75711055199513,71.60000000000001,70.34000000000002,2.7613839608627955,69.30888228306846,71.37111771693158,70.30000000000001,1.4966666666666555
153,72.31333333333332,2.4951999896813333,71.38161034474756,73.24505632191908,71.85000000000002,70.84000000000002,2.7175800594113686,69.82523892868437,71.85476107131566,70.85000000000002,1.4733333333333007
154,72.78,2.528922354652679,71.83568487338795,73.72431512661205,72.30000000000001,71.27333333333335,2.753547346334488,70.24514185635807,72.30152481030863,71.24999999999999,1.5066666666666464
