from_state,Attack,Defend,Disengage,Feint,observation_count,row_sum
Attack,0.1833968657348581,0.2918254976704786,0.2363405336721728,0.2884371029224905,2361.0,1.0
Defend,0.5890804597701149,0.06321839080459771,0.14367816091954022,0.20402298850574713,1044.0,1.0
Disengage,0.2766169154228856,0.1482587064676617,0.136318407960199,0.4388059701492537,1005.0,1.0
Feint,0.6705128205128205,0.09294871794871795,0.08653846153846154,0.15,1560.0,1.0
