step,f1_mean,f1_std,f1_ci_lower,f1_ci_upper,f2_mean,f2_std,f2_ci_lower,f2_ci_upper
35,0.4633333333333335,0.27352530404703507,0.36119730624354546,0.5654693604231216,0.5599999999999999,0.2415467399618693,0.469804964984325,0.6501950350156749
36,0.38666666666666666,0.2208655907908751,0.3041940996666506,0.4691392336666827,0.4899999999999999,0.2643795599590444,0.39127904987788664,0.5887209501221131
37,0.4033333333333333,0.1828572711411701,0.3350533061383806,0.47161336052828606,0.4700000000000001,0.24656257511689775,0.37793202135647047,0.5620679786435296
38,0.4100000000000001,0.2383130366729354,0.3210124496368679,0.49898755036313225,0.3566666666666667,0.22996751394765388,0.2707953857036088,0.4425379476297246
39,0.4700000000000001,0.2437494473910623,0.3789824605127818,0.5610175394872183,0.4233333333333332,0.2582211473128028,0.32691197228601526,0.519754694380651
40,0.45666666666666667,0.26611293082829135,0.35729846522469894,0.5560348681086345,0.4266666666666666,0.2558735319797968,0.33112191959144055,0.5222114137418926
41,0.4566666666666667,0.21605129233480697,0.37599178825433155,0.5373415450790019,0.35999999999999993,0.24154673996186934,0.26980496498432494,0.4501950350156749
42,0.56,0.22833731853221623,0.4747374440091815,0.6452625559908186,0.5400000000000001,0.27114063026280355,0.4387544247354103,0.6412455752645899
43,0.5466666666666666,0.20296650536196995,0.47087772800816124,0.622455605325172,0.5233333333333333,0.23879486700041758,0.4341658645690431,0.6125008020976235
44,0.47,0.2365703219792781,0.38166318999809795,0.558336810001902,0.46333333333333326,0.24422055229017797,0.37213988038572837,0.5545267862809381
45,0.43666666666666665,0.2428044954042362,0.346001978050271,0.5273313552830623,0.4133333333333332,0.2596195270979722,0.3163898086927146,0.5102768579739518
46,0.4666666666666667,0.23828891958167567,0.3776881217734116,0.5556452115599217,0.52,0.25784250739684034,0.4237200254209241,0.616279974579076
47,0.39,0.24118958060642556,0.2999383304794483,0.48006166952055174,0.42,0.2565016636364682,0.3242207047094808,0.5157792952905191
48,0.48666666666666675,0.23596220231117573,0.3985569322807174,0.5747764010526161,0.4100000000000001,0.24823514991872608,0.3173074716612808,0.5026925283387194
49,0.5033333333333333,0.23850588561137095,0.414273771993122,0.5923928946735446,0.4233333333333334,0.2062528300049662,0.3463172608857539,0.5003494057809129
50,0.4399999999999999,0.24297012729679485,0.34927346341848,0.5307265365815198,0.4733333333333332,0.26901266901756504,0.3728823518564989,0.5737843148101676
51,0.45999999999999996,0.22682212383731215,0.3753032270066419,0.5446967729933581,0.41999999999999993,0.2496894623050939,0.3267644224914476,0.5132355775085522
52,0.4166666666666666,0.21668876987168892,0.3357537502300143,0.49757958310331885,0.4733333333333333,0.24202213254923224,0.38296078380816767,0.5637058828584989
53,0.48000000000000004,0.2683281572999747,0.37980461939919674,0.5801953806008033,0.41999999999999993,0.2426861176996697,0.3293795143449447,0.5106204856550551
54,0.41333333333333333,0.2501493806581942,0.3199260194893257,0.506740647177341,0.5000000000000001,0.23780606413195407,0.4112017562948382,0.588798243705162
55,0.44999999999999996,0.24459678290381612,0.3586660602324263,0.5413339397675736,0.3299999999999999,0.22306640421555,0.24670563576135066,0.4132943642386492
56,0.40333333333333327,0.24842029642958102,0.3105716701512614,0.4960949965154051,0.4633333333333332,0.2632467484599053,0.3650353819767887,0.5616312846898778
57,0.4766666666666666,0.2568822799399103,0.38074524691269196,0.5725880864206413,0.3899999999999999,0.2482351499187261,0.29730747166128063,0.4826925283387192
58,0.4600000000000001,0.23430013172027447,0.37251089297241846,0.5474891070275817,0.3933333333333334,0.23770937534400446,0.30457119381494757,0.4820954728517193
59,0.36999999999999994,0.2507230922063567,0.2763784587431794,0.4636215412568205,0.49666666666666665,0.27603514685425584,0.3935934488703642,0.5997398844629691
60,0.5299999999999999,0.2520946729661915,0.4358663020703978,0.624133697929602,0.4733333333333334,0.22884015402012395,0.3878830154855503,0.5587836511811164
61,0.5299999999999999,0.24233063762354623,0.43951225278686445,0.6204877472131354,0.43333333333333335,0.2682424705159602,0.3331699487035201,0.5334967179631466
62,0.51,0.23096499212263077,0.42375625456512345,0.5962437454348766,0.5066666666666667,0.23479019737120455,0.41899456611761343,0.59433876721572
63,0.4833333333333334,0.24080802674978766,0.393414138364354,0.5732525283023128,0.5366666666666667,0.2619335705905199,0.43885906398520563,0.6344742693481278
64,0.4366666666666667,0.25526636977915806,0.3413486376831667,0.5319846956501667,0.4766666666666667,0.2674055854436044,0.37681578005863237,0.576517553274701
65,0.5100000000000001,0.24118958060642554,0.4199383304794484,0.6000616695205518,0.49666666666666665,0.27603514685425584,0.3935934488703642,0.5997398844629691
66,0.4666666666666667,0.2537081317024625,0.37193049334353495,0.5614028399897983,0.48000000000000004,0.24830459603840022,0.3872815400540204,0.5727184599459797
67,0.5400000000000001,0.2372253402757925,0.45141860214649077,0.6285813978535095,0.48999999999999994,0.2591098821629209,0.3932467799056971,0.5867532200943028
68,0.5000000000000001,0.2212815338915096,0.41737211729366497,0.5826278827063353,0.4166666666666666,0.23937178316316368,0.32728377386681207,0.5060495594665211
69,0.58,0.2734202272869642,0.47790320921725304,0.6820967907827469,0.5066666666666667,0.2490441497119479,0.4136720528405224,0.599661280492811
70,0.44666666666666666,0.23449628088122512,0.35910431633866613,0.5342290169946672,0.4399999999999999,0.2328237456784083,0.35306218458067506,0.5269378154193247
71,0.48000000000000004,0.22803508501982758,0.39485029985744136,0.5651497001425587,0.4966666666666667,0.24702831519027757,0.4044247778216029,0.5889085555117305
72,0.5066666666666668,0.250424926231717,0.41315646241454923,0.6001768709187845,0.5433333333333334,0.23734644158557197,0.454706715507583,0.6319599511590839
73,0.5566666666666666,0.2329471352390751,0.46968277682817694,0.6436505565051563,0.4900000000000001,0.2426150633524581,0.39940604647423705,0.5805939535257632
74,0.52,0.24410286130349176,0.4288504935890649,0.6111495064109351,0.45999999999999996,0.2594423728452741,0.3631226258444916,0.5568773741555083
75,0.5066666666666666,0.22427405238839518,0.42292135918923224,0.590411974144101,0.4633333333333333,0.2579539297724644,0.3670117529554272,0.5596549137112394
76,0.5300000000000001,0.23510819226255286,0.4422091582070597,0.6177908417929406,0.5433333333333333,0.24023455970813382,0.453628274476936,0.6330383921897307
77,0.49,0.22026629651244958,0.40775121316127205,0.5722487868387279,0.5066666666666665,0.24765567494675614,0.4141905178385785,0.5991428154947545
78,0.45999999999999996,0.21591824761972392,0.3793748013007401,0.5406251986992598,0.4233333333333333,0.23734644158557197,0.33470671550758285,0.5119599511590838
79,0.55,0.24033023257521136,0.4602592163079147,0.6397407836920854,0.52,0.23400559969721915,0.432620873037299,0.607379126962701
80,0.44666666666666666,0.2330211376135492,0.3596551438874137,0.5336781894459196,0.5566666666666668,0.21764148522732063,0.47539800046963787,0.6379353328636956
81,0.5000000000000001,0.26129650221341566,0.4024302825600843,0.5975697174399159,0.4066666666666667,0.23183426501874485,0.32009832939786365,0.4932350039354697
82,0.5366666666666666,0.22511810437976823,0.45260618499591065,0.6207271483374226,0.4266666666666667,0.24059313679168898,0.33682771292676905,0.5165056204065643
83,0.39333333333333326,0.23479019737120457,0.30566123278428,0.48100543388238653,0.3899999999999999,0.23686166485073532,0.301554400781995,0.4784455992180048
84,0.45,0.24879017610054047,0.35710022147892984,0.5428997785210702,0.49,0.26043729803332044,0.3927511146736599,0.58724888532634
85,0.5166666666666667,0.23792686986193645,0.42782331336057383,0.6055100199727597,0.44666666666666666,0.2096521475885848,0.3683812681725742,0.5249520651607591
86,0.44000000000000006,0.23430013172027447,0.35251089297241844,0.5274891070275817,0.5133333333333332,0.27509663923708744,0.41061056004067564,0.6160561066259908
87,0.4233333333333334,0.2095698934243301,0.3450786490489476,0.5015880176177192,0.4433333333333333,0.24869775775556097,0.3504680643894275,0.5361986022772391
88,0.49666666666666665,0.24842029642958105,0.4039050034845948,0.5894283298487385,0.4866666666666666,0.25014938065819425,0.3932593528226589,0.5800739805106743
89,0.47000000000000003,0.2614943791840038,0.3723563940849435,0.5676436059150566,0.47,0.26542094088837254,0.3708901918481728,0.5691098081518271
90,0.48333333333333345,0.23353849765093865,0.39612862514120584,0.5705380415254611,0.4133333333333334,0.25560386016907755,0.31788928336714056,0.5087773832995262
91,0.43333333333333324,0.26435782090050675,0.33462050070908533,0.5320461659575811,0.5666666666666665,0.273336136795267,0.46460127578956234,0.6687320575437707
92,0.35666666666666663,0.2284631311587289,0.2713571314690266,0.44197620186430664,0.3099999999999999,0.23686166485073534,0.22155440078199498,0.3984455992180048
93,0.4833333333333334,0.2742806683991259,0.38091524855898634,0.5857514181076805,0.5033333333333333,0.2592872635851427,0.406513877927426,0.6001527887392406
94,0.4466666666666666,0.256949388996641,0.35072018797907667,0.5426131453542565,0.4066666666666666,0.22884015402012386,0.3212163488188836,0.49211698451444963
95,0.4900000000000001,0.22946714887711725,0.40431555842489997,0.5756844415751002,0.47666666666666657,0.2775301578310853,0.3730352025970953,0.5802981307362378
96,0.49666666666666665,0.23994731222432597,0.4070688677834915,0.5862644655498418,0.45333333333333337,0.25560386016907755,0.35788928336714054,0.5487773832995262
97,0.5933333333333335,0.22427405238839523,0.5095880258558991,0.6770786408107679,0.5000000000000001,0.23925170701657456,0.41066194437016024,0.58933805562984
98,0.4433333333333333,0.24023455970813384,0.35362827447693596,0.5330383921897306,0.4333333333333334,0.24116575117588715,0.3432805618683802,0.5233861047982866
99,0.5433333333333334,0.22996751394765386,0.4574620523702756,0.6292046142963913,0.5200000000000001,0.23547457582947032,0.4320723483347654,0.6079276516652349
100,0.4633333333333333,0.23265089035206635,0.37646006315363595,0.5502066035130307,0.5066666666666666,0.27659672291340837,0.40338375292362016,0.609949580409713
101,0.42999999999999994,0.24795717094024453,0.33741127071773547,0.5225887292822644,0.4033333333333334,0.2539119224609512,0.3085210632903674,0.4981456033762994
102,0.44666666666666666,0.24876707473310122,0.35377551433796584,0.5395578189953675,0.45000000000000007,0.2529140510951879,0.3555603412487053,0.5444396587512949
103,0.4866666666666666,0.22396633572979194,0.4030362624779374,0.5702970708553958,0.46333333333333343,0.2539119224609512,0.36852106329036743,0.5581456033762995
104,0.5199999999999999,0.22954227317079043,0.4342875065526226,0.6057124934473772,0.4833333333333333,0.22906606987464573,0.39779865711908086,0.5688680095475858
105,0.47000000000000003,0.25345883158877064,0.37535691686921535,0.5646430831307847,0.5233333333333333,0.24308836669612247,0.43256264543449785,0.6141040212321688
106,0.52,0.25106668986271496,0.4262501572697196,0.6137498427302804,0.5066666666666666,0.250424926231717,0.413156462414549,0.6001768709187842
107,0.5333333333333334,0.21226745220209295,0.4540713640470653,0.6125953026196016,0.4233333333333333,0.23734644158557194,0.33470671550758285,0.5119599511590838
108,0.48666666666666664,0.23004247483863727,0.4007673948468987,0.5725659384864346,0.4433333333333333,0.2568822799399103,0.34741191357935863,0.539254753087308
109,0.48666666666666664,0.2542512107363887,0.3917277042995222,0.5816056290338111,0.44666666666666655,0.26357402066177943,0.3482465098615519,0.5450868234717812
110,0.43666666666666665,0.2311639712610843,0.3503486212004047,0.5229847121329285,0.49666666666666665,0.2592872635851427,0.39984721126075934,0.5934861220725739
111,0.4599999999999999,0.2328237456784083,0.3730621845806751,0.5469378154193247,0.43999999999999984,0.25810984029124584,0.34362020167759555,0.5363797983224041
112,0.4100000000000001,0.21551862068524139,0.3295240244504898,0.4904759755495104,0.49666666666666665,0.24562844569254055,0.4049474976827183,0.588385835650615
113,0.4700000000000001,0.18032537641527427,0.40266539783332234,0.5373346021666778,0.4466666666666666,0.2315365962484092,0.3602094807434282,0.533123852589905
114,0.5100000000000001,0.2617579824557607,0.4122579630056,0.6077420369944002,0.5866666666666667,0.23302113761354923,0.49965514388741367,0.6736781894459196
115,0.4533333333333332,0.2046583921349534,0.37691263377109596,0.5297540328955704,0.4733333333333332,0.23331691239426983,0.38621136643586085,0.5604553002308056
116,0.4766666666666666,0.21444930810596344,0.39658997899637133,0.5567433543369619,0.5000000000000001,0.23193340304552051,0.413394643983613,0.5866053560163873
117,0.4566666666666667,0.23588912259983405,0.3685842206934049,0.5447491126399285,0.4599999999999999,0.2298425248009962,0.37417539075133216,0.5458246092486677
118,0.5400000000000001,0.2527094556313975,0.44563673845043755,0.6343632615495628,0.48333333333333334,0.2422357548330556,0.3928810159364398,0.5737856507302268
119,0.4933333333333333,0.24202213254923227,0.4029607838081677,0.5837058828584989,0.4533333333333332,0.2300424748386372,0.3674340615135653,0.5392326051531011
120,0.41333333333333333,0.2542512107363887,0.3183943709661889,0.5082722957004777,0.4199999999999999,0.24410286130349174,0.32885049358906476,0.511149506410935
121,0.5033333333333333,0.24702831519027757,0.4110914444882695,0.5955752221783971,0.4433333333333332,0.2528231402183848,0.3489276212613347,0.5377390454053317
122,0.46333333333333326,0.23850588561137095,0.37427377199312195,0.5523928946735446,0.3933333333333333,0.2531638876755303,0.298800384069752,0.4878662825969146
123,0.48666666666666664,0.27003618318641126,0.3858334987181262,0.587499834615207,0.5066666666666667,0.2690126690175651,0.4062156851898323,0.6071176481435011
124,0.44,0.23722534027579248,0.3514186021464907,0.5285813978535093,0.4733333333333332,0.24059313679168895,0.3834943795934356,0.5631722870732309
125,0.4666666666666667,0.28324880415894305,0.36089982496432416,0.5724335083690092,0.4366666666666667,0.25118111796667464,0.34287409578015016,0.5304592375531832
126,0.45,0.23156141659432902,0.36353354600727866,0.5364664539927214,0.42666666666666664,0.2462593717220109,0.33471190603147366,0.5186214273018596
127,0.44000000000000006,0.22984252480099623,0.3541753907513323,0.5258246092486678,0.4499999999999999,0.23452078799117146,0.3624284985667512,0.5375715014332486
128,0.4733333333333333,0.240593136791689,0.3834943795934356,0.563172287073231,0.4799999999999999,0.22803508501982755,0.39485029985744124,0.5651497001425586
129,0.4333333333333334,0.28080344498001386,0.32847960375498075,0.538187062911686,0.44666666666666666,0.27509663923708744,0.3439438933740091,0.5493894399593242
130,0.43333333333333335,0.22944210197982312,0.3476582444233896,0.519008422243277,0.3866666666666667,0.22853858548934633,0.30132895635892915,0.4720043769744043
131,0.45,0.23452078799117146,0.3624284985667513,0.5375715014332487,0.4566666666666665,0.24869775775556094,0.3638013977227607,0.5495319356105723
132,0.4066666666666667,0.2148509239920319,0.3264400131598939,0.48689332017343945,0.5133333333333334,0.2487670747331012,0.4204421810046326,0.6062244856620342
133,0.4966666666666667,0.2235810943419108,0.4131801139763055,0.5801532193570279,0.4666666666666666,0.2523453207799587,0.37243937530523874,0.5608939580280945
134,0.4866666666666667,0.25961952709797215,0.3897231420260481,0.5836101913072853,0.5166666666666667,0.23056651868870698,0.4305717136573524,0.6027616196759811
135,0.4566666666666668,0.237346441585572,0.36804004884091635,0.5452932844924172,0.42333333333333323,0.2541833893123208,0.3284196959021394,0.5182469707645271
136,0.5133333333333334,0.23886705772116804,0.424138908110898,0.6025277585557688,0.52,0.23400559969721915,0.432620873037299,0.607379126962701
137,0.48000000000000004,0.22651786867173682,0.39541683775260816,0.5645831622473919,0.4633333333333333,0.2525502112361071,0.3690295346182165,0.5576371320484501
138,0.3933333333333333,0.20667037445691366,0.3161613472250273,0.4705053194416393,0.4199999999999999,0.2551537737833051,0.32472401505232573,0.515275984947674
139,0.4166666666666667,0.2260352937551756,0.3322637008545643,0.5010696324787691,0.45999999999999996,0.2457921746180059,0.3682196936305181,0.5517803063694818
140,0.49,0.23831303667293546,0.4010124496368678,0.5789875503631322,0.5199999999999999,0.24691196253195044,0.4278015579515836,0.6121984420484162
141,0.43333333333333346,0.21549195253928954,0.35286731583317754,0.5137993508334894,0.35333333333333333,0.24173700918393815,0.2630672506225017,0.443599416044165
142,0.5766666666666667,0.23294713523907515,0.48968277682817696,0.6636505565051564,0.5133333333333334,0.24597915994335123,0.4214832054958839,0.6051834611707829
143,0.4266666666666666,0.25452231571200645,0.33162647203792084,0.5217068612954123,0.4833333333333332,0.2640315202360523,0.3847423433796209,0.5819243232870456
144,0.5766666666666667,0.25145553296253254,0.48277162753667835,0.670561705796655,0.4333333333333334,0.22793425145972632,0.3482212850609077,0.5184453816057591
145,0.45000000000000007,0.2300674563747742,0.36409139992133294,0.5359086000786671,0.45333333333333337,0.260944350433169,0.3558951115292319,0.5507715551374348
146,0.4933333333333333,0.23625429510174623,0.40511452970688216,0.5815521369597845,0.4699999999999999,0.25750795099877244,0.3738449508330542,0.5661550491669456
147,0.44333333333333336,0.19241358711314316,0.3714849191096464,0.5151817475570203,0.4366666666666667,0.23994731222432594,0.34706886778349155,0.5262644655498419
148,0.4733333333333334,0.23479019737120457,0.3856612327842801,0.5610054338823867,0.48333333333333334,0.23353849765093856,0.3961286251412058,0.5705380415254608
149,0.45666666666666667,0.2568822799399103,0.360745246912692,0.5525880864206413,0.45333333333333325,0.2775922752245959,0.34967867424782567,0.5569879924188408
150,0.3966666666666666,0.22966742571984736,0.3109074404894405,0.4824258928438927,0.3966666666666666,0.22664469129444442,0.31203614807367597,0.48129718525965726
151,0.5000000000000001,0.2491364395612199,0.40697092457777717,0.593029075422223,0.4366666666666667,0.2697167522360849,0.33595277619524866,0.5373805571380847
152,0.41333333333333333,0.217720689991959,0.332035091591128,0.4946315750755387,0.4033333333333332,0.25661366821088016,0.3075122148473836,0.4991544518192828
153,0.4766666666666667,0.22694877643740843,0.3919226008151963,0.561410732518137,0.49999999999999994,0.25596335944683635,0.4044217107973319,0.595578289202668
154,0.4666666666666667,0.2643578209005067,0.36795383404241877,0.5653794992909146,0.4333333333333334,0.23242845889810293,0.34654312042355395,0.5201235462431129
155,0.4666666666666667,0.26565901573949674,0.36746795990442194,0.5658653734289114,0.49666666666666676,0.2709922168793698,0.3954765098702281,0.5978568234631054
156,0.46333333333333326,0.2311639712610843,0.37701528786707134,0.5496513787995951,0.49999999999999983,0.24913643956121986,0.4069709245777769,0.5930290754222228
157,0.45999999999999996,0.2647054315975428,0.36115736740827603,0.5588426325917238,0.4533333333333333,0.2582879085016581,0.3568870432483996,0.549779623418267
158,0.5100000000000001,0.25099800796022265,0.41627580351359456,0.6037241964864056,0.5333333333333334,0.24400866764329804,0.44221899941315834,0.6244476672535085
159,0.5266666666666666,0.25855478087369355,0.4301207248002836,0.6232126085330496,0.4699999999999999,0.21196941874421085,0.39084931823586416,0.5491506817641356
160,0.49666666666666665,0.24562844569254055,0.4049474976827183,0.588385835650615,0.47666666666666657,0.24590905710814331,0.3848427156580878,0.5684906176752453
161,0.42333333333333323,0.2387948670004176,0.334165864569043,0.5125008020976234,0.5666666666666667,0.2382889195816757,0.4776881217734116,0.6556452115599217
162,0.44000000000000006,0.22833731853221623,0.3547374440091815,0.5252625559908186,0.39999999999999997,0.2348880878058814,0.31229134656190843,0.4877086534380915
163,0.49000000000000005,0.27461571896642817,0.38745680528769805,0.5925431947123021,0.47,0.23657032197927805,0.38166318999809795,0.5583368100019019
164,0.5566666666666666,0.2238893404823222,0.47306501297584386,0.6402683203574895,0.5133333333333333,0.22396633572979194,0.4297029291446041,0.5969637375220626
165,0.49666666666666665,0.2341283664019014,0.40924169786304776,0.5840916354702855,0.43,0.22460693636232376,0.34613039160387227,0.5138696083961277
166,0.5066666666666666,0.25452231571200645,0.4116264720379208,0.6017068612954124,0.5266666666666666,0.21803722132942685,0.4452502301805745,0.6080831031527587
167,0.40333333333333343,0.21573184717388733,0.32277773770444335,0.4838889289622235,0.49333333333333323,0.2531638876755303,0.39880038406975193,0.5878662825969145
168,0.48999999999999994,0.24118958060642556,0.3999383304794482,0.5800616695205516,0.4399999999999999,0.25810984029124584,0.34362020167759566,0.5363797983224041
169,0.40333333333333327,0.22966742571984736,0.3175741071561072,0.48909255951055935,0.4533333333333332,0.27509663923708744,0.35061056004067565,0.5560561066259907
170,0.46333333333333343,0.22203344472108844,0.3804246825089387,0.5462419841577282,0.44666666666666666,0.24315928273789836,0.3558694982826375,0.5374638350506958
171,0.4566666666666668,0.24023455970813384,0.36696160781026943,0.5463717255230641,0.44999999999999996,0.2431829168228779,0.3591940065036028,0.5408059934963971
172,0.4766666666666666,0.2621967323152247,0.3787607977822409,0.5745725355510923,0.4833333333333333,0.2520034664968654,0.3892336924590895,0.577432974207577
173,0.4066666666666666,0.23034207445529317,0.320655522511469,0.49267781082186424,0.5399999999999999,0.23133793761359242,0.45361699443012204,0.6263830055698778
174,0.45333333333333325,0.2330211376135492,0.3663218105540803,0.5403448561125862,0.5000000000000001,0.23925170701657456,0.41066194437016024,0.58933805562984
175,0.48666666666666664,0.24597915994335126,0.3948165388292171,0.5785167945041162,0.4333333333333334,0.23390733994075713,0.3459908971666917,0.5206757694999751
176,0.4399999999999999,0.27990146049316517,0.33548307696429713,0.5445169230357026,0.4833333333333332,0.2666307447069608,0.3837717770113718,0.5828948896552947
177,0.45333333333333337,0.2459791599433513,0.3614832054958838,0.545183461170783,0.42,0.24551142960963246,0.32832452553950897,0.511675474460491
178,0.39666666666666667,0.2525502112361071,0.3023628679515499,0.49097046538178346,0.4933333333333334,0.27409202246984354,0.39098569010665485,0.595680976560012
179,0.4466666666666668,0.24173700918393817,0.3564005839558352,0.5369327493774985,0.43000000000000005,0.26017235666460375,0.3328500454066199,0.5271499545933802
180,0.44333333333333336,0.24166567578076684,0.3530938869530017,0.533572779713665,0.5066666666666667,0.26252531350306973,0.4086381035502764,0.604695229783057
181,0.3933333333333333,0.2242740523883952,0.30958802585589895,0.4770786408107677,0.47666666666666674,0.24590905710814331,0.384842715658088,0.5684906176752456
182,0.56,0.24996551486293,0.466661342772284,0.6533386572277161,0.5566666666666665,0.21283526628524851,0.4771926721172104,0.6361406612161227
183,0.5066666666666667,0.24485510611074818,0.4152362674283576,0.5980970659049758,0.49333333333333335,0.25587353197979673,0.3977885862581073,0.5888780804085594
184,0.46,0.2222145592548508,0.3770237198972423,0.5429762801027578,0.45333333333333325,0.2700361831864112,0.3525001653847929,0.5541665012818736
185,0.4400000000000001,0.22682212383731215,0.3553032270066421,0.5246967729933582,0.5066666666666667,0.23915560269174246,0.41736449698148814,0.5959688363518453
186,0.5233333333333333,0.22996751394765383,0.43746205237027547,0.6092046142963912,0.4666666666666666,0.2411657511758871,0.37661389520171346,0.5567194381316198
187,0.5233333333333333,0.2595531084228313,0.4264146098336076,0.620252056833059,0.49666666666666676,0.23412836640190138,0.40924169786304787,0.5840916354702856
188,0.4933333333333333,0.25988503205274727,0.396290667513262,0.5903759991534046,0.47666666666666657,0.25008044682673103,0.3832850931383575,0.5700482401949756
189,0.47000000000000003,0.2667169492823483,0.3704062543605723,0.5695937456394278,0.5633333333333334,0.25795392977246434,0.46701175295542724,0.6596549137112395
190,0.5066666666666667,0.20998084203800238,0.4282585316480434,0.58507480168529,0.4300000000000001,0.22765672888561098,0.344991580359838,0.5150084196401622
