from_state,Attack,Defend,Disengage,Feint,observation_count,row_sum
Attack,0.18014059753954306,0.3022847100175747,0.2398945518453427,0.27768014059753954,2276.0,1.0
Defend,0.5593376264949402,0.062557497700092,0.17755289788408463,0.20055197792088317,1087.0,1.0
Disengage,0.2608695652173913,0.17298797409805736,0.1498612395929695,0.4162812210915819,1081.0,1.0
Feint,0.6467889908256881,0.09698558322411534,0.10222804718217562,0.15399737876802097,1526.0,1.0
