from_state,Attack,Defend,Disengage,Feint,observation_count,row_sum
Attack,0.1162303664921466,0.43455497382198954,0.2900523560209424,0.15916230366492146,1910.0,1.0
Defend,0.6043956043956044,0.1838161838161838,0.12187812187812187,0.0899100899100899,2002.0,0.9999999999999999
Disengage,0.11978704525288376,0.4489795918367347,0.15527950310559005,0.2759538598047915,1127.0,1.0
Feint,0.3791621911922664,0.3297529538131042,0.13963480128893663,0.1514500537056928,931.0,1.0
