experiment_id,f1_final_mean,f1_final_std,f1_final_ci_lower,f1_final_ci_upper,f2_final_mean,f2_final_std,f2_final_ci_lower,f2_final_ci_upper,fitness_diff_mean,ci_overlap,f1_win_rate,f2_win_rate,tie_rate,f1_final_lambda_mean,f2_final_lambda_mean,f1_attack_occ,f1_defend_occ,f1_disengage_occ,f1_feint_occ,f2_attack_occ,f2_defend_occ,f2_disengage_occ,f2_feint_occ,runtime_s
EXP_C0CE9407_20260709_152832,93.49333333333337,2.410885276426874,92.59309397609583,94.3935726905709,92.01666666666667,3.1742588962196967,90.83137891515923,93.2019544181741,1.476666666666702,True,0.6666666666666666,0.3333333333333333,0.0,0.948713427661536,0.8396188975618418,0.3811666666666667,0.18183333333333326,0.18116666666666664,0.2558333333333333,0.32,0.3351666666666667,0.18883333333333333,0.15599999999999997,0.033437252044677734
