from_state,Attack,Defend,Disengage,Feint,observation_count,row_sum
Attack,0.18917819365337674,0.27786818551668024,0.22009764035801466,0.3128559804719284,2458.0,1.0
Defend,0.6469366562824507,0.03946002076843198,0.0976116303219107,0.21599169262720663,963.0,1.0
Disengage,0.2836322869955157,0.1446188340807175,0.10874439461883408,0.46300448430493274,892.0,1.0
Feint,0.68014484007242,0.0712130356065178,0.08147254073627037,0.16716958358479178,1657.0,1.0
