experiment_id,f1_final_mean,f1_final_std,f1_final_ci_lower,f1_final_ci_upper,f2_final_mean,f2_final_std,f2_final_ci_lower,f2_final_ci_upper,fitness_diff_mean,ci_overlap,f1_win_rate,f2_win_rate,tie_rate,f1_final_lambda_mean,f2_final_lambda_mean,f1_attack_occ,f1_defend_occ,f1_disengage_occ,f1_feint_occ,f2_attack_occ,f2_defend_occ,f2_disengage_occ,f2_feint_occ,runtime_s
EXP_EF3D3352_20260709_152835,93.0166666666667,3.6109109876760304,91.66833034458121,94.36500298875218,93.27666666666667,2.9735249409938587,92.16633420589629,94.38699912743705,-0.2599999999999767,True,0.4,0.6,0.0,0.9736073554318614,0.8844506842008018,0.4113333333333333,0.16133333333333336,0.1495,0.2778333333333334,0.35483333333333333,0.37649999999999995,0.14633333333333332,0.12233333333333335,0.030943632125854492
