from_state,Attack,Defend,Disengage,Feint,observation_count,row_sum
Attack,0.13006597549481622,0.5226201696512723,0.21347785108388312,0.13383600377002827,2122.0,0.9999999999999999
Defend,0.6421895861148198,0.19136626613262128,0.09479305740987984,0.07165109034267912,2247.0,1.0
Disengage,0.13662456946039037,0.529276693455798,0.10677382319173363,0.22732491389207807,871.0,1.0
Feint,0.39863013698630134,0.3547945205479452,0.12191780821917808,0.12465753424657534,730.0,0.9999999999999999
